Utterance,Start,End,Group,Participant,Transcript
52,208.08,209.08,6,3,Yeah fifty
53,208.84,211.5,6,2,Yeah green and big blue
54,211.56,222.66,6,3,Did we try forty we did try forty because this one's thirty and then this one's or this one's twenty so this
55,211.56,211.92,6,1,Big blue
56,215.67,219.67,6,2,Unless she's messing with us and some of these are in increments of five
57,224.5,226.56,6,2,So that should be forty right there
58,223.5,226.56,6,1,Big blue was forty
59,239.41,243.39,6,2,I would say yellow is like forty five but we could say fifty since we're
60,237.36,240.75,6,1,I would say that it is at least closest to fifty
61,243.57,246.33,6,2,Forced with these
62,246.39,248.73,6,1,Alright
63,253.86,255.84,6,2,Sweet
64,258.08,261.46,6,4,Have you filled it out on the computer you guys are group six
65,256.35,257.34,6,3,I think we're done
66,261.83,264.54,6,2,Ok nice
67,268.74,271.38,6,1,Yellow is fifty
68,273.39,278.25,6,2,Green's twenty big blue's thirty
69,278.11,279.48,6,3,Yeah I guess that one's
70,280.11,286.44,6,3,I think that one's purple so blue was ten and then purple was thirty
71,282.21,282.5,6,2,Oh that's purple you're right
72,286.5,288.48,6,2,Yes
73,291.99,299.55,6,3,So red was ten yellow was fifty we're great
74,294.75,295.92,6,2,We got it right good job team
75,304.38,308.52,6,4,You need to now determine the weight of this mystery block
76,308.82,314.61,6,4,Without using the scale you will have two attempts to enter it correctly onto this survey and you can now begin
77,314.94,315.58,6,3,Alright guys
78,315.66,318.27,6,2,Fun oh boy
79,318.33,320.7,6,3,Is it heavy
80,321.27,324.69,6,2,We should each do it separate and see what we think
81,324.75,325.91,6,3,Just don't say it until you
82,325.75,327.51,6,2,Yeah exactly
83,331.65,336.15,6,3,Oh I guess we can see it
84,339.33,340.16,6,2,Ok  
85,368.76,374.55,6,2,We can't use the scale but what else do we have that can be
86,380.83,383.46,6,2,Are we allowed to make our own scales is there rules
87,377.79,381.02,6,1,I don't think she intends for us
88,385.26,388.8,6,2,Or are you not allowed to tell us what we are allowed to do
89,389.01,390.99,6,4,You guys are just problem solving
90,395.16,399.72,6,2,That's about as even as I can get it unless somebody can
91,394.59,395.67,6,3,I like your idea
92,399.75,402.75,6,2,We're getting close
93,406.41,412.14,6,2,But let's let him do hands and then we'll we'll play with that but I'm thinking
94,412.65,414.66,6,2,More right yeah
95,416.22,419.4,6,2,Yeah maybe one of these
96,417.17,418.42,6,3,I'm interested in this
97,422.19,424.8,6,3,Oh that's a heavy one
98,424.95,427.35,6,2,Yeah
99,427.47,429.9,6,3,Ok
100,432.21,437.07,6,2,Yeah so if you held if you hold them all in one and like yeah
101,434.56,435.84,6,3,Which ones twenty this one
102,437.4,439.38,6,2,Um yeah
103,443.31,447.78,6,2,So now you've got forty on there now you've got
104,452.79,463.65,6,1,Let's see how callibrated this is or
105,457.84,463.65,6,2,Yeah oh yeah yeah put your ten and your ten let's callibrate our little scale
106,465.93,467.67,6,2,So even when they're equal it leans
107,766.92,470.85,6,1,It leans slowly that way
108,472.38,474.9,6,1,Let's try the thirty and then
109,474.99,481.42,6,1,Purple and then let's put green and a ten
110,479.83,483.6,6,3,Alright alright lemme just lemme just give it a go here
111,483.72,488.91,6,3,Alright so how much do we have here one twenty total
112,486.47,487.67,6,2,One twenty total
113,491.66,495.67,6,2,That felt to me like it was heavier than all of those
114,488.94,498.63,6,3,So it's gotta be like a like heavier so it's over one twenty we know that so it's over one twenty
115,498.84,504.3,6,3,I think we can all agree on that how heavier how heavy would you say
116,500.01,500.92,6,2,I would agree with that
117,504.51,508.32,6,3,We've only got two choices above oh we have three choices above
118,509.22,514.25,6,1,Well and it could be past the end of sheet if they're trying to be tricky
119,513.92,517.68,6,2,Yeah she gives us up to one fifty on our survey
120,519.25,529.86,6,2,Who can think of any other oh is there a liquid in there let's do some density stuff let's see drop the blocks into his coffee see how much it goes up
121,520.75,523.5,6,1,Let me see um yes I can 
122,518.46,519.42,6,3,Alright let me see  
123,530.22,532.84,6,1,Drink enough coffee until it weighs the weight is
124,531.34,532.48,6,2,What's the what's the
125,532.95,534.84,6,3,How much is the yellow one again
126,534.93,535.84,6,2,That one was fifty
127,536.31,537.18,6,3,Fifty
128,537.45,539.94,6,3,Alright so I would say I would say
129,540.57,545.07,6,3,We have one twenty we got at least forty so I would say one sixty
130,545.19,548.16,6,3,So one fifty is the highest yeah
131,546.15,546.56,6,2,Yeah
132,548.22,550.91,6,2,I'm I'm good with it it's real heavy
133,558.75,553.77,6,3,Here if anybody wants to yeah it's heavy
134,556.95,560.34,6,3,These are the only I would go higher than one fifty
135,559.08,560.34,6,2,Yeah
136,560.49,564.03,6,1,See if some of these blocks weigh similar to my coffee
137,560.92,562.84,6,2,That's definitely our only options
138,566.55,568.77,6,3,Do you know how much the coffee weighs though
139,570.05,572.25,6,2,If he just said it off the bat I would be like wow
140,569.13,577.86,6,1,I wonder if we can guess it's similar in weight to these three
141,575.5,576.02,6,3,Alright 
142,578.37,589.08,6,1,So we can use that as an estimate or we can but we know how much these three weigh and if its about the same as the coffee
143,581.25,587.08,6,3,Yeah we don't know how much the coffee weighs though true
144,589.95,593.42,6,2,Oh then we can start adding more is what he's saying ok got it
145,589.83,594.36,6,3,Then yeah the coffe oh ok 
146,594.66,601.74,6,2,So and these three would be yellow purple and blue which would be a hundred right no ninety
147,602.49,605.4,6,1,Yeah if you wanna see and feel it and make sure it's
148,602.49,603.08,6,2,So
149,606.21,608.19,6,1,Roughly the same
150,611.88,615.87,6,2,Sure this might even be a tad tad heavier but
151,620.4,623.22,6,2,Sorry
152,624.84,628.75,6,2,I mean that does seem like we're getting closer interesting
153,627.25,630.72,6,3,So what do you have there two hundred
154,631.65,639.24,6,2,Yeah ninety plus ninety so one eighty yeah I think the heaviest option and if it's wrong go one forty
155,634.08,636.92,6,3,One eighty yeah
156,639.75,642.99,6,2,And we get two tries
157,644.25,646.23,6,2,Here's a hint
158,648.42,650.76,6,3,Ah think of a pattern
159,648.66,649.25,6,1,Oh
160,652.14,654.12,6,1,Ten ten
161,655.41,657.39,6,1,Twenty
162,658.35,663.57,6,1,Thirty oh it's the sum of the previous two weights
163,664.14,668.58,6,1,Ten and ten make twenty ten and twenty make thirty twenty thirty fifty
164,669.24,671.22,6,2,Fifty thirty eighty
165,672,679.25,6,2,There's no way that's eighty it feels way heavier but the pattern sticks
166,675.75,679.5,6,3,Hey I'm that's some sound logic right there yeah
167,680.94,682.02,6,3,I like that idea
168,687.67,693.21,6,3,Cause it's definitely not one fifty anyways so we might as well just
169,684.75,687.25,6,2,Yeah I guess now that my I mean
170,696.24,701.5,6,3,What do you guys think that makes sense yeah
171,697.35,702.6,6,1,I I feel like it it I think it feels heaiver but
172,705.18,712.56,6,2,Why can't I think of what this pattern is right now the name for this pattern fib yeah so are we we're doing fib
173,707.68,710.84,6,3,What do you no so like here here's the first one yeah
174,708.08,710.33,6,1,It's the fibonacci sequence
175,712.77,715.23,6,2,So then that would be there
176,717.08,720.01,6,3,Are you guys good with eighty
177,715.95,725.01,6,2,It's a good I mean it's the best we got I'm I'm ok with it I stand I stand to lose nothing here
178,720.66,723.5,6,1,Yeah I'll be willing to trust the hint
179,726.15,728.01,6,2,We got it so given the hint
180,725.16,729.87,6,3,Eighty grams we're geniuses
181,732.43,734.04,6,3,It's way heavier than eighty
182,730.62,732.75,6,2,Gosh this thing felt like way heavier to me
183,739.17,746.34,6,4,For the final part of the task read the scenario survey and estimate the weight of the 
184,734.13,735.08,6,1,We're done with this part 
185,734.63,740.83,6,3,Yeah I think that's an idication of the alright can we get the scale back real quIck
186,734.16,737.33,6,2,Yeah I want to see these on a scale full of
187,746.4,752.16,6,4,Of the missing second mystery block you will have two attempts to estimate and explain your answer you can now continue the survey
188,752.25,758.4,6,2,Yeah I mean we feel like we're there already so fifty plus eighty is one thirty
189,758.91,761.46,6,2,So I'd say a missing would be one thirty
190,761.67,764.28,6,2,And I would say the explanation is fib
191,768.42,771.67,6,3,Alright so one thirty then
192,769.5,772.53,6,2,Yep yep
193,776.16,779.17,6,3,One or two sentences who wants to be a literary
194,780.48,781.33,6,1,I've got it
195,781.41,784.08,6,2,Cool
196,784.68,786.66,6,2,Given the clue
197,789.83,792.27,6,2,Yeah I wouldn't have picked that up that's fun
198,812.43,815.4,6,2,eighty plus fifty plus
199,824.84,826.11,6,2,Did it
200,823.77,824.75,6,1,We're done  
