Utterance,Start,End,Group,Participant,Transcript
238,858.83,860.08,8,3,Oh ok
239,860.06,862.35,8,1,It was eighty
240,863.48,864.81,8,2,Yeah cause
241,862.56,863.42,8,3,That's interesting
242,865.3,870.24,8,2,If you were to add another ten pounds to make it a hundred it would have definitely tilted over
243,865.2,867.33,8,3,Twenty forty
244,872.67,879.9,8,4,Ok for the final part of the task read the scenario and estimate the weight of the missing second mystery
245,880.71,889.47,8,4,You'll have two attempts to estimate and explain your answer you can now continue the survey um you will have a scenario on the
246,884.08,885.34,8,2,Ok cool so we could use this
247,885.58,887.08,8,1,Is it the second mystery block
248,891.46,892.8,8,2,Just click next
249,890.82,891.42,8,1,Just right there
250,907.89,911.28,8,1,There is no mystery block but we need to estimate the weight of it
251,914.34,917.79,8,1,Oh everytime it caught item multiplied
252,918.45,927.69,8,1,Or doubled twenty plus twenty twenty plus thirty fifty plus thirty eighty
253,928.02,930,8,1,Eighty plus fifty one thirty
254,931.44,934.25,8,1,You got my point see we have to
255,934.27,934.8,8,3,Wait
256,940.17,945,8,3,A second mystery block so I'm just wondering which two are moving about
257,937.8,938.67,8,1,Understand the question 
258,938.67,942.92,8,2,Create the wooden block do not send we have to
259,945.93,953.91,8,1,We don't have a mystery block the company forgot to send the block when you do estimate what the mystery block's weight was without knowing
260,947.5,950.67,8,2,It's just so we have to estimate right
261,954,955.98,8,1,Even knowing what it is
262,956.82,963.93,8,1,My estimate was like we have two tens when we add two tens we get a twenty when you get twenty plus ten we get a thirty
263,964.26,968.61,8,1,When you add thirty plus twenty we get fifty when you add fifty plus thirty we get eighty
264,968.73,971.31,8,1,When we add eighty plus fifty we get one thirty
265,973.15,980.64,8,2,Cause it's like the rate right of like how we're incrementing or I agree I would go with one thirty as well
266,972.42,973.67,8,3,Oh gotcha
267,972.42,977.75,8,1,Yeah that's what I think yeah that is how they are getting you incrementing
268,982.38,984.36,8,1,What do you think
269,984.96,988.42,8,2,Yeah makes sense cause two tens make up a twenty
270,987.73,989.08,8,3,I think you're definitely right
271,989.22,991.41,8,1,Yeah then you can explain it
272,993.48,1002,8,3,Um I just forget the name of what it's called I don't want to like write it out
273,996.75,999.01,8,1,If you have any idea you can say it actually
274,1003.17,1005.08,8,3,What's that like pattern called 
275,1005.08,1007.37,8,1,Um you can call it a sequence
276,1009.05,1016.07,8,1,Actually the blocks start with the sequence of ten plus ten twenty twenty plus ten thirty you can explain that
277,1020.51,1027.83,8,3,Yeah but there's a name for the sequence I mean you can write that out I just want to keep trying to think of the name because that would be probably easier
278,1030.92,1033.26,8,2,Once
279,1047.15,1049.73,8,3,Each block is the sum of the heaviest two
280,1050.18,1052.82,8,3,For like each new block
281,1055.76,1058.25,8,3,I don't know
282,1063.77,1066.32,8,3,Ah Fibonacci sequence
283,1067.34,1071.51,8,3,Yeah the weights are so far we have ten times
284,1071.63,1077.87,8,3,Each value to like one two three four five six of the Fibonacci sequence
285,1079.31,1083.6,8,3,So yeah that was very perceptive nice job
286,1099.02,1101.69,8,1,Fifty and eighty right
287,1128,1134.54,8,1,I type so much
288,1166.1,1168.59,8,2,And eighty so we're expecting
289,1171.53,1176.33,8,3,Yeah I mean I guess we don't really have a sequential order for
290,1177.11,1181.97,8,3,All of them except oh wait did she give us to the blocks one by one
291,1184.13,1186.17,8,3,Cause we could just say that
292,1182.72,1183.5,8,1,Did they throw it up 
293,1186.62,1190.58,8,3,They're all like ten grams times
294,1191.24,1195.74,8,3,Some number in the first one two three four five six
295,1192.92,1195.17,8,1,One two three five
296,1196.22,1200.99,8,3,Like numbers from the Fibonacci seuquence so we expect it to be ten grams times to the seventh
297,1205.16,1209.08,8,3,Um but it's just cause we don't have orders of the ones that we got first
298,1202.73,1213.71,8,1,Um I don't understant actually you say that one even if it's the same right again if you write ten into one one comma one comma two comma
299,1214.07,1217.94,8,1,Three comma five comma eight it's second Fibonacci
300,1214.23,1216.33,8,3,I don't know I'm like
301,1219.5,1224.81,8,3,But did she give us the blocks one though sorry I'm like literally half asleep right now
302,1221.83,1224.75,8,1,No it's like this and we sorted them
303,1225.23,1225.75,8,3,Ok
304,1227.01,1229.1,8,1,Let's see we don't have any other lead right
305,1229.97,1237.92,8,3,Um I mean we're definitely right it's just like how do we word it um either way is fine like the way we have it there it
306,1235.25,1235.59,8,1,Yeah 
307,1235.58,1236.73,8,2,Makes sense
308,1238.01,1242,8,3,I mean it's it's it's not super accurate but it
309,1239.08,1240.42,8,1,It's the same actually 
310,1242.36,1245.42,8,3,Says the same thing so we might as well just do that
311,1250.07,1252.05,8,1,Yeah it's done
