Utterance,Start,End,Group,Participant,Transcript
96,470.94,473.52,2,1,Forty plus thirty seventy
97,473.58,475.65,2,1,And fifty right
98,477.27,478.57,2,1,So yeah  
99,478.01,480.78,2,2,Yeah we got the two tens
100,481.35,483.66,2,2,Twenty
101,484.65,486.63,2,2,Thirty and then fifty
102,490.2,492.18,2,1,So it's probably
103,492.42,494.97,2,2,I might shoot all the way for the one forty
104,492.66,493.42,2,1,Yeah
105,495,498.57,2,1,I think it's a bit more than the max
106,498.84,502.35,2,1,So yeah probably maybe one forty plus or minus ten
107,502.65,504.63,2,2,Ok is the
108,502.92,504.58,2,2,Actually either one thirty
109,504.87,507.72,2,2,Is the can the weight exceed what's on the paper
110,513.15,518.4,2,1,No ok maybe we should do one thirty and then
111,513.15,515.18,2,4,No
112,518.88,521.67,2,1,Or one forty and then one thirty if we think
113,522,530.37,2,1,I don't know that's kind of my thought process um
114,524.42,530.37,2,2,I was thinking one forty first as well but um
115,527.5,528.95,2,3,Is it one fifty on here
116,536.82,543.24,2,2,Honestly I still feel like we should go with one forty first and if not we should actually move to one thirty
117,543.33,546.12,2,2,Sorry one fifty since it's on there
118,548.13,548.52,2,3,One forty
119,549.5,550,2,1,Yeah
120,549.75,550.71,2,2,Yeah
121,555.15,557.19,2,1,Is it wrong
122,557.43,560.52,2,2,Not quite correct
123,561.12,563.42,2,2,One more attempt alright
124,524.42,566.28,2,1,So plus or minus ten right
125,567.03,569.85,2,1,So we can try and
126,580.53,583.02,2,1,I don't know it's probably better if the same hand
127,583.92,585.9,2,2,Yeah
128,592.16,597.32,2,2,I'm feeling the one fifty personally but
129,590.79,591.33,2,1,I don't know I mean
130,595,597.51,2,3,Wait what it it again when it's lined up
131,598.75,602.55,2,2,That's a ten ten that's a twenty
132,597.9,599.5,2,1,Um think yeah these are ten
133,602.91,604.98,2,2,Fifty and that's a thirty
134,607.98,612.63,2,2,And we guessed this was a one forty so our options were one thirty or
135,612.75,614.73,2,2,Off the paper
136,616.02,618,2,2,Together that's one twenty
137,623.01,624.9,2,3,I think it has to do with patterns
138,619.95,623.34,2,2,Um personally 
139,625.26,629.07,2,3,Because it says think about the relationship between the weights of the power blocks
140,629.67,632.49,2,3,And if you do like
141,629.58,630.03,2,2,Oh yeah
142,637.71,639.99,2,3,These add up to twenty
143,640.29,642.9,2,3,These add up to thirty these add up to fifty
144,644.79,647.37,2,3,But that doesn't really make sense either I don't know
145,647.49,649.47,2,1,Yeah I mean this could be
146,649.98,655.71,2,1,This set of two adds up to this one and then the next set of two adds up to that
147,655.86,661.77,2,2,So these would add up to eighty and then eighty plus fifty would be one thirty
148,656.5,658.58,2,3,So it would be eighty and you weigh less
149,664.32,666.3,2,3,And thirty 
150,673.68,676.8,2,3,I think it's just the last two so it would just be fifty and thirty
151,677.25,680.28,2,3,I think it just feels like it's
152,680.52,684.83,2,3,A lot heavier because it's denser and like just carrying that
153,682.33,683.66,2,1,Yeah that might makes sense
154,684.83,686.01,2,2,Were we right then
155,686.58,689.04,2,3,No you're wrong it was eighty
156,689.13,690.47,2,3,Cause I think we did one step too much
157,689.58,671.17,2,1,Yeah it's a pattern
158,691.9,692.04,2,2,Really
159,694.74,696.72,2,4,Have you guys finished the second one
160,697.05,698.25,2,1,Um yeah we just finished
161,697.5,700.29,2,3,Is is the yeah mystery block
162,708.83,715.11,2,4,Ok for the final part of the task read the scenario and estimate the weight of the
163,715.23,719.25,2,4,Second mystery block you will have two attempts to estimate and explain your answer
164,726.81,730.89,2,3,Well that was our one thirty right because that was fifty
165,731.43,733.44,2,1,Yeah so
166,733.56,737.28,2,1,That makes sense yeah fifty and eighty one thirty
167,741.39,747.66,2,1,And then like every set of two I guess and the next block will be the set
168,747.78,753.15,2,1,The like sum of the two previous blocks
169,760.68,763.32,2,3,In order to like
170,763.77,765.75,2,3,Least heavy to most heavy or
171,765.96,772.68,2,1,I guess heaviest to least heaviest maybe because these two add up to that one
172,772.95,775.05,2,1,These two add up to that one
173,775.65,781.08,2,1,These two I guess it doesn't matter which order it's just the sum of the previous two
174,777.95,778.5,2,3,Yeah
175,777.83,778.5,2,1,Yeah
176,783.27,785.49,2,1,And yeah I guess in order of
177,784.33,784.84,2,2,Um
178,785.42,786.66,2,1,Wait yeah
179,801.27,801.92,2,3,Ok we're done
180,801.75,803.25,2,1,Alright cool
