,Utterance,Start,End,Group,Participant,Transcript,int,uns-ov
49,49,148.86,159.42,1,1,Ok so we got ok yeah this one is really heavy so lets do the a this and a ten,0,1
50,50,149.25,154.25,1,2,Yeah ten ten twenty thirty,0,0
51,51,153.21,155.25,1,3,Twenty thirty forty,1,0
52,52,159.6,163.86,1,3,So fourty pounds,0,0
53,53,162.91,163.86,1,1,Yeah,0,0
54,54,164.37,167.91,1,3,Fifty pounds or pounds grams,0,0
55,55,169.31,171.99,1,1,Interesting so that's ten twenty,0,0
56,56,172.56,183.58,1,1,So we said this ones thirty I still feel like that's heavier and this one is twenty,0,0
57,57,174.54,185.08,1,2,Yeah yeah the blue dark blue one is thirty that's the larger one it's slightly heavier yeah,1,0
58,58,185.33,187.83,1,3,We can replace one of these with the twenty to get,0,0
59,59,188.1,189.5,1,3,Sixty here,0,0
60,60,189.91,196.44,1,1,Ok and then put that on that one,0,0
61,61,198.15,202.14,1,2,How much is the dark blue small one ten,0,1
62,62,200.31,201.37,1,1,Ten they're both,0,0
63,63,203.49,204.34,1,1,Assuming that this was,0,0
64,64,204.58,206.37,1,2,Oh gosh I think I got them mixed up,0,0
65,65,207.06,210.87,1,1,Yeah Im thinking that it's ten ten twenty thirty,0,0
66,66,211.29,213.93,1,1,So what have we done weve done forty,0,0
67,67,214.47,216.45,1,1,Um,0,0
68,68,216.63,219.06,1,1,And then we did fifty,0,0
69,69,216.16,217.66,1,2,It's just like slightly ,1,0
70,70,219.33,221.49,1,1,And then we did sixty,0,0
71,71,228.06,231.51,1,1,And now it stopped being too heavy,0,0
72,72,231.54,233.52,1,1,So this is supposedly,0,0
73,73,234.27,239.82,1,1,Thirty fourty fifty correct and it's still heavier than this thing,0,1
74,74,235.83,237.58,1,2,Fifty yeah,0,0
75,75,240.84,242.82,1,1,So have we done forty,0,0
76,76,251.88,258.72,1,1,So thirty this is also forty right so this if forty yeah,0,1
77,77,254.63,255.31,1,2,Ok so that one's twenty right,0,0
78,78,256.84,257.01,1,3,Yes,0,0
79,79,260.01,263.82,1,1,This is fifty it's not ,0,0
80,80,264.93,267.36,1,1,Yo that's close enough ok so,0,0
81,81,268.08,272.58,1,3,Yeah fifty so we say yellow is fifty,0,0
82,82,267.57,269.42,1,1,Fifty boom,0,0
83,83,274.26,280.32,1,3,And green is twenty ok so which one is blue and which one is purple,0,1
84,84,275.75,279.11,1,2,Yeah,0,1
85,85,275.83,277.75,1,1,I think that's I think that's good,0,0
86,86,281.25,283.48,1,2,I think this one is purple and this one is blue,0,0
87,87,282.25,286.26,1,3,Ok so blue is ten and purple is ,1,0
88,88,286.56,287.08,1,3,Thirty,0,0
89,89,288.92,292.47,1,1,Yes verify real quick but I think it is,0,0
90,90,288.91,289.41,1,2,Yes thirty,0,0
91,91,295.32,304.62,1,1,Yeah we got them yeah,0,1
92,92,296.48,296.79,1,2,Yeah,0,0
93,93,295.66,302.75,1,3,Yes do you want to check real quick,0,0
94,94,304.68,305.58,1,1,That looks good to me,0,0
95,95,304.48,306.03,1,2,Seems about right to me,1,0
96,96,305.91,307.2,1,3,Ok,0,0
97,97,308.28,312.3,1,1,Uh blue yeah so you said purple sweet,0,0
98,98,312.93,315.42,1,2,Purple is thirty red is twenty yellow is fifty,0,1
99,99,313.82,314.42,1,1,You're right,0,0
100,100,315.66,315.91,1,3,Cool,0,0
101,101,318.72,321.81,1,1,Ok we have finished and we were correct,0,0
102,102,321.84,323.97,1,4,Ok awesome um,0,0
103,103,324.12,339.63,1,4,You are now going to determine the weight of this block without the scale you will have two attempts to get the weight correctly,0,0
104,104,331.17,331.83,1,3,Oh,0,0
105,105,334.38,336.33,1,1,Ok definitely minimum fifty,0,0
106,106,337.08,337.92,1,2,Minimum fifty,0,0
107,107,339.87,341.85,1,4,And you can now continue,0,0
108,108,342.06,347.07,1,1,Yeah cause if you feel the yellow one oh yeah so yeah,0,0
109,109,344.01,347.07,1,3,Do we get a glass of water,0,0
110,110,350.73,351.67,1,2,Definitely heavier,0,0
111,111,351.31,351.75,1,1,Yeah,0,0
112,112,351.65,352.71,1,3,Yeah,0,0
113,113,354.36,359.76,1,1,Ok so we got this ok,0,0
114,114,361.23,365.07,1,1,Ooh that seems pretty good pretty close to me,0,0
115,115,365.49,367.98,1,2,How much was purple thirty,0,0
116,116,368.7,369.42,1,2,Purple was thirty,0,0
117,117,369.91,370.68,1,3,Yeah,0,0
118,118,370.86,372.84,1,2,And yellow was fifty,0,0
119,119,373.89,380.58,1,1,Yeah try picking these two up and you can close your eyes and try to hold it from the,0,1
120,120,374.64,375.25,1,3,Which would put eighty,0,0
121,121,381.48,383.61,1,1,Yeah same point maybe,0,0
122,122,383.7,384.33,1,1,I don't know its hard,0,0
123,123,385.08,388.41,1,3,I almost feel like this one is still heavier,0,0
124,124,394.62,399.66,1,2,This one feels heavier still add like ten to this side I think,0,0
125,125,402.81,406.89,1,2,It still feels heavier but it could just be,0,0
126,126,407.58,410.37,1,3,It is definitely denser which could be skewing,0,0
127,127,410.52,412.5,1,3,Our perception of it,0,0
128,128,413.43,414.58,1,2,So right now that's ninety grams,0,0
129,129,414.91,415.83,1,1,Oh jeez yeah,0,0
130,130,416.76,420.03,1,1,And na that's freaking that's way,0,0
131,131,420.96,423.39,1,2,That's a hundred,0,0
132,132,423.87,430.47,1,1,Yeah that feels pretty pretty similar to me and try switching it left hand right hand maybe,0,0
133,133,432.66,435.72,1,2,That does feel pretty similar give it a shot,0,0
134,134,440.4,442.53,1,3,Yeah I think its,0,0
135,135,442.68,448.16,1,3,It feels really similar and that's a hundred grams,0,0
136,136,443.66,454.47,1,1,Yeah that's a good first guess and we get two so do you think we should a consensus on that one and this is fifty,1,1
137,137,448.91,450.5,1,2,Let's do it yeah a hundred I think,0,0
138,138,455.37,459.27,1,2,Thirty twenty right ok yeah,0,0
139,139,455.37,457.5,1,1,Thirty twenty,0,0
140,140,460.26,464.28,1,1,Uh yeah so should we press the blue arrow,0,0
141,141,464.64,473.25,1,3,We're on this screen right now should we go onto the next one ok,0,0
142,142,467.91,473.25,1,1,The current weight of the last that was our first test ok,0,0
143,143,470.75,472.01,1,4,Oh yeah you can continue,0,0
144,144,473.37,479.88,1,3,Two attempts a hundred will it tell us if we get it right or wrong ok,0,0
145,145,473.45,479.88,1,1,Ok a hundred ok ,0,0
146,146,481.71,485.94,1,1,That was not quite correct ok,0,0
147,147,487.11,489.69,1,3,I think it's more if it's anything,0,0
148,148,488.16,489.69,1,2,I think you're thinking more,0,0
149,149,491.07,493.59,1,3,That's less right now,0,0
150,150,493.72,495.42,1,2,Is that less right now oh,0,0
151,151,495.72,498.01,1,1,Oh yeah that is where we were at,0,0
152,152,498.5,521.25,1,2,We were at this yet ok,0,1
153,153,500.16,502.83,1,3,No that's a hundred and ten,0,0
154,154,505.68,511.29,1,1,The thing that sucks is that now we are finding about like torque and different other,0,0
155,155,504.9,505.5,1,2,Ooh,0,0
156,156,511.32,514.47,1,1,Perceptions of uh,0,0
157,157,517.02,519.24,1,2,I still think the brown one is heavier than this,0,0
158,158,525.0,526.13,1,2,It's hard to balance them,0,0
159,159,526.33,527.58,1,3,Yeah,0,0
160,160,533.01,537.3,1,1,I wonder like I don't know what that one,0,0
161,161,538.17,541.44,1,1,God yeah balances is hard I mean,0,1
162,162,539.83,540.22,1,2,Yeah,0,0
163,163,541.74,545.94,1,1,So I think definitely it's either,0,0
164,164,546.21,554.52,1,1,This or this cause we can't even make these weights so it could be above them I know but like if we are thinking it's so close to a hundred,0,1
165,165,549.41,550.5,1,3,That could be part of it,0,0
166,166,555.57,559.58,1,1,Are probably errors within yeah within this,0,1
167,167,557.58,558.66,1,3,Twenty  ,0,0
168,168,559.08,561.69,1,2,I just like tried to put all the cubes in my hand at once,1,0
169,169,562.08,563.41,1,2,No that doesn't do anything,0,0
170,170,563.42,565.26,1,1,So would you,0,0
171,171,565.59,574.71,1,2,I would say either a hundred twenty or a hundred thirty because I feel like it would be possible for it to be out of range of what we can measure but,0,0
172,172,574.92,576.9,1,1,Yeah,0,0
173,173,578.88,582.09,1,1,Yeah it's just weird,0,0
174,174,589.86,602.07,1,1,I don't know I guess I would I would vote one of these two but what do you guys think ok,0,1
175,175,598.5,600.5,1,2,Between the two I would say a hundred twenty,0,0
176,176,603.9,608.64,1,3,It feels close I just can't tell if like,0,0
177,177,609.0,612.75,1,2,So right now this is one-twenty,0,1
178,178,610.5,611.08,1,3,One twenty,0,0
179,179,618.81,623.4,1,1,Do you want to try one twenty then,0,0
180,180,623.43,628.02,1,2,Yeah it's either one twenty or one thirty for me so I think one twenty would be the best guess,0,0
181,181,630.57,641.28,1,1,Eighty grams wow yes cause margin of error interesting,0,1
182,182,632.23,638.08,1,3,What hey hey we were right about our margin of error of twenty we were just thinking in the wrong direction ,0,0
183,183,641.79,645.92,1,1,Yeah there's it's gotta be something to do with the verticality of this but yeah we failed,0,0
184,184,646.25,647.15,1,3,Yeah,0,0
185,185,650.41,652.35,1,4,Um ok so  ,0,0
186,186,652.65,655.02,1,4,For the final part of the task,0,0
187,187,655.17,666.21,1,4,Read the scenario that will come up for the next part of the survey and estimate the weight of the next block and you will again have two attempts to estimate and explain your answer,0,0
188,188,666.24,669.0,1,4,And you can now continue the survey,0,0
189,189,677.16,679.14,1,1,They didn't send us the next block,0,0
190,190,679.23,686.61,1,1,So we ok let's see the second mystery block,0,0
191,191,686.94,692.37,1,1,Two oppurtunites to estimate the weight of the second block explain one,0,1
192,192,689.91,690.92,1,3,It's the fibonacci series,0,0
193,193,694.98,697.29,1,1,That's twenty ok um,0,0
194,194,697.32,701.34,1,1,Explain in one to two sentence what I determined,0,0
195,195,702.21,707.07,1,1,Ok ok yeah so we got one one two,0,1
196,196,704.75,706.25,1,3,Yeah it's the fibonacci series,0,0
197,197,707.37,712.26,1,1,Three three plus two is five five plus two,0,0
198,198,712.75,717.67,1,2,Eight eight plus five is one hundred thirty,0,0
199,199,712.62,723.9,1,1,Wow wait so one thirty ok,0,1
200,200,718.91,719.91,1,3,Yeah,0,0
201,201,724.11,726.92,1,3,Um I have no idea how to spell Fibonacci,0,0
202,202,727.25,729.42,1,1,F I B B or ,0,0
203,203,729.69,731.79,1,1,It's F I B O,0,0
204,204,732.75,739.02,1,1,And then N N or N A C C I yeah I need to resee it ,0,1
205,205,734.83,737.25,1,2,N A C C I I think so yeah,0,0
206,206,738.16,738.42,1,3,Yeah,0,0
207,207,739.53,741.51,1,1,Yeah,0,0
208,208,743.28,745.62,1,1,Pattern was recognized I guess,0,0
209,209,748.38,751.83,1,2,Can't be like three other patterns that people can do,0,0
210,210,752.02,753.45,1,3,Yeah,0,0
211,211,754.77,757.89,1,1,Um yeah let's I think that's fine,0,0
212,212,760.41,771.36,1,1,It was wow ok we we got that one correct because of mister power work I don't know what I would have done at first to be honest ,0,1
213,213,760.58,764.58,1,2,Yeah that was a good thought,0,0
214,214,752.25,774.39,1,2,Yeah no I wouldn't have thought of that,1,0
215,215,780.15,783.54,1,1,That's why you need three minds,0,1
216,216,782.02,783.4,1,3,Yeah,0,0
217,217,785.97,786.66,1,1,Eighty grams  ,0,0
218,218,786.5,787.8,1,2,Yeah I was thinking,1,0
