,Utterance,Start,End,Group,Participant,Transcript,int,uns-ov
175,175,712.77,715.23,6,2,So then that would be there,0,0
176,176,717.08,720.01,6,3,Are you guys good with eighty,0,0
177,177,715.95,725.01,6,2,It's a good I mean it's the best we got I'm I'm ok with it I stand I stand to lose nothing here,0,1
178,178,720.66,723.5,6,1,Yeah I'll be willing to trust the hint,0,0
179,179,726.15,728.01,6,2,We got it so given the hint,0,0
180,180,725.16,729.87,6,3,Eighty grams we're geniuses,0,0
181,181,732.43,734.04,6,3,It's way heavier than eighty,0,0
182,182,730.62,732.75,6,2,Gosh this thing felt like way heavier to me,0,0
183,183,739.17,746.34,6,4,For the final part of the task read the scenario survey and estimate the weight of the ,0,0
184,184,734.13,735.08,6,1,We're done with this part ,0,0
185,185,734.63,740.83,6,3,Yeah I think that's an idication of the alright can we get the scale back real quIck,1,0
186,186,734.16,737.33,6,2,Yeah I want to see these on a scale full of,1,0
187,187,746.4,752.16,6,4,Of the missing second mystery block you will have two attempts to estimate and explain your answer you can now continue the survey,0,0
188,188,752.25,758.4,6,2,Yeah I mean we feel like we're there already so fifty plus eighty is one thirty,0,0
189,189,758.91,761.46,6,2,So I'd say a missing would be one thirty,0,0
190,190,761.67,764.28,6,2,And I would say the explanation is fib,0,0
191,191,768.42,771.67,6,3,Alright so one thirty then,0,0
192,192,769.5,772.53,6,2,Yep yep,0,0
193,193,776.16,779.17,6,3,One or two sentences who wants to be a literary,0,0
194,194,780.48,781.33,6,1,I've got it,0,0
195,195,781.41,784.08,6,2,Cool,0,0
196,196,784.68,786.66,6,2,Given the clue,0,0
197,197,789.83,792.27,6,2,Yeah I wouldn't have picked that up that's fun,0,0
198,198,812.43,815.4,6,2,eighty plus fifty plus,0,0
199,199,824.84,826.11,6,2,Did it,0,0
200,200,823.77,824.75,6,1,We're done  ,0,0
