,Utterance,Start,End,Group,Participant,Transcript,int,uns-ov
51,51,186.92,187.13,7,3,Okay,0,0
52,52,189.61,190.17,7,3,Ummm,0,0
53,53,192.91,194.92,7,2,So is twenty and there is thirty,0,0
54,54,202.58,204.82,7,2,so is twenty plus,0,0
55,55,205.32,205.84,7,1,Thirty,0,0
56,56,207.51,211.07,7,2,So it's not exactly aligning but it could be,0,1
57,57,209.84,211.02,7,3,No no no no,0,0
58,58,212.15,212.86,7,3,So if we,0,0
59,59,212.92,213.95,7,2,Fifty I guess,0,0
60,60,217.42,217.92,7,3,No,0,0
61,61,226.5,228.62,7,3,Yeah I think fifty seems right,0,0
62,62,227.54,229.59,7,2,Fifty and the purple is,1,0
63,63,230.35,232.05,7,2,Thirty thirty plus twenty,0,0
64,64,233.54,233.85,7,3,Yup,0,0
65,65,234.84,235.34,7,1,Yeah,0,0
66,66,236.42,244.67,7,3,Fifty oh purple is thirty yellow,0,1
67,67,239.45,242.67,7,1,I'm sorry It purple is thirty,0,0
68,68,243.0,246.17,7,2,Uh it's not exactly aligning should I,1,0
69,69,246.75,251.0,7,2,So this seem it's little more yeah so should I put something here,0,1
70,70,248.75,249.25,7,3,On the left,0,0
71,71,250.0,252.09,7,1,Do you want to put ten it is,1,0
72,72,252.81,254.33,7,3,We can try it yeah,0,0
73,73,256.03,256.33,7,2,No,0,0
74,74,256.53,256.88,7,3,No,0,0
75,75,257.09,259.34,7,1,I should we should keep ten see,0,0
76,76,260.24,262.17,7,2,But then that'll even this is,0,0
77,77,263.17,264.67,7,2,This is ten ok we know that this is ten,0,0
78,78,265.14,273.75,7,3,Yeah no it's still on the left,0,1
79,79,267.67,270.0,7,2,Yeah but we put both ten so that they cancel out,0,0
80,80,269.75,272.25,7,1,Now it's completely now,1,0
81,81,276.75,277.5,7,3,You mean like this,0,0
82,82,279.04,281.05,7,2,So this is thirty oops sorry,0,0
83,83,281.26,284.54,7,3,Thirty and then yeah,0,1
84,84,281.33,282.84,7,2,Thirty plus thirty plus  ,0,0
85,85,284.59,285.17,7,2,Fifty,0,0
86,86,285.41,285.67,7,3,Yeah,0,0
87,87,297.75,298.75,7,3,So,0,0
88,88,300.75,304.0,7,1,It's okay or we should just us scale it with this one,0,0
89,89,303.75,307.32,7,3,Yeah how about we try like twenty and then,1,0
90,90,313.42,316.42,7,1,It's it's two gram I think,0,0
91,91,316.67,318.92,7,1,It has until five but,0,0
92,92,321.25,322.25,7,1,we can,0,0
93,93,323.17,325.75,7,3,Yeah it's I don't know,0,1
94,94,323.5,324.56,7,2,What does this do,0,0
95,95,326.75,328.5,7,1,It's five gram now,0,0
96,96,328.84,334.82,7,1,It's mmm it's this way plus five so you can,0,1
97,97,333.07,333.33,7,3,Oh,0,0
98,98,340.08,341.85,7,3,Oh ok so it could be,0,0
99,99,342.16,344.42,7,1,So you should add something here,0,0
100,100,347.25,347.5,7,3,Or here,0,0
101,101,347.42,350.0,7,2,So now we're adding three grams where,1,0
102,102,351.75,353.25,7,3,So we're adding,0,0
103,103,356.0,357.58,7,2,Where are we adding so wait,0,0
104,104,358.33,363.17,7,3,So if you move it there then we're adding like five grams yeah to that one,0,1
105,105,360.42,362.57,7,1,Going to this one yeah,0,1
106,106,361.42,361.92,7,2,There,0,0
107,107,363.42,369.92,7,2,No so it's divided it's two point five and two point five so it can't be other five that's not how it works,0,0
108,108,371.42,372.67,7,2,So uh,0,0
109,109,372.58,375.42,7,3,So is it to the right right now like the scale,1,0
110,110,378.21,381.52,7,3,Like the center scale is it to the right okay so,0,0
111,111,380.0,385.92,7,2,Yeah are we allowed to ask questions,1,1
112,112,381.25,383.56,7,1,But it doesn't have any,1,0
113,113,387.15,389.14,7,3,I don't are we allowed to ask questions or no,0,0
114,114,388.65,393.42,7,4,To clarify you don't need to use the slider at all they will all be in intervals of ten grams,0,0
115,115,394.0,395.75,7,3,Oh okay so,0,0
116,116,394.03,397.25,7,1,Ah yeah because yeah so it's fifty,1,0
117,117,396.5,399.0,7,2,So now we've kind of destructed everything,1,0
118,118,399.25,399.75,7,3,Okay,0,0
119,119,403.33,406.84,7,3,So if it's an interval of ten it should be forty but,0,0
120,120,408.33,411.34,7,3,It's more balanced with fifty grams,0,0
121,121,419.25,425.75,7,3,Oops oh I don't know yeah I think so,0,1
122,122,422.0,425.44,7,2,Fifty fifty,0,0
123,123,429.0,432.0,7,3,Otherwise uh like it wasn't balanced with,0,0
124,124,431.52,432.33,7,1,It's slightly off,1,0
125,125,433.33,435.05,7,2,It's slightly to the left that's what it,0,0
126,126,436.02,436.17,7,3,Yeah,0,0
127,127,438.41,441.62,7,3,But like the scale isn't properly aligned as well so,0,0
128,128,441.41,444.42,7,2,It could be forty but can we measure forty,1,0
129,129,445.5,448.5,7,3,So so green,0,0
130,130,445.67,449.42,7,2,So that is thirty plus ten so that is purple,1,0
131,131,450.5,452.75,7,2,Purple plus red I guess,0,0
132,132,452.33,452.84,7,3,Okay,0,0
133,133,457.21,458.84,7,2,No Okay I think it's fifty,0,0
134,134,457.83,459.81,7,3,No Okay,0,0
135,135,461.12,462.14,7,3,Yeah uh,0,0
136,136,469.42,476.25,7,3,Yeah I think so so red ten Yeah,0,0
137,137,470.13,477.0,7,2,That is correct Yellow is fifty Purple was thirty Blue is ten,1,0
138,138,478.31,478.37,7,1,Kay,0,0
139,139,479.57,482.33,7,3,Update your worksheet and,0,0
140,140,489.67,489.92,7,3,And,0,0
141,141,491.91,492.67,7,3,Green was,0,0
142,142,494.42,496.14,7,3,Twenty and purple was thirty,0,0
143,143,497.71,498.0,7,3,Yep,0,0
144,144,500.25,500.75,7,3,We're done,0,0
145,145,513.63,517.17,7,4,Okay you will now determine the weight of this mystery block without using the scale,0,0
146,146,517.67,520.41,7,4,You will have two attempts and you can now begin the survey,0,0
147,147,520.91,521.42,7,3,Okay,0,0
148,148,523.66,524.75,7,2,Without using,0,0
149,149,525.95,526.0,7,3,Like,0,0
150,150,528.0,529.0,7,3,Feels weird to me around,0,0
151,151,530.0,533.5,7,2,Maybe um maybe first you can try don't say it aloud,0,0
152,152,534.15,537.66,7,2,You can try it don't say it aloud so that we don't biased,0,0
153,153,537.92,539.61,7,3,Okay yeah,0,1
154,154,538.42,538.92,7,1,Okay,0,0
155,155,543.0,543.25,7,3,I can start,0,0
156,156,543.21,546.0,7,2,Should we turn or something so that we don't biased,1,0
157,157,546.75,549.5,7,2,Should we as well I don't we won't look,0,0
158,158,558.08,561.25,7,2,So is it also in like multiples of ten the weight,0,0
159,159,561.66,561.71,7,4,Yes,0,0
160,160,593.42,600.5,7,1,Do you need help Ok you go,0,0
161,161,594.91,610.14,7,3,I don't know like could somebody else like try Ok I can yeah I think we have like two attempts to tell it to you yeah,1,1
162,162,600.75,602.82,7,2,ok you both try not to look so that,0,0
163,163,610.42,611.66,7,4,Oh you'll input it into the survey,0,0
164,164,611.32,613.92,7,3,Okay so like we can discuss it amongst ourselves,0,0
165,165,615.38,618.67,7,3,Like we have to input it here so there will be like two tries,0,0
166,166,619.92,620.62,7,2,eh okay,0,0
167,167,621.0,630.5,7,3,Yes No no we can like talk about it amongst ourselves we just have like two tries to like fill it in,0,1
168,168,622.0,624.0,7,1,So it's this last try,0,0
169,169,644.41,646.5,7,2,Yellow is fifty right,0,0
170,170,646.08,646.66,7,3,Yeah,0,0
171,171,666.16,668.75,7,2,I think this is seventy,0,0
172,172,670.25,674.75,7,3,Do you want to like it felt more heavier to me I don'­t know,0,0
173,173,675.52,676.09,7,2,More than seventy,0,0
174,174,676.58,679.09,7,3,Yeah like I tried it with all the blocks,0,0
175,175,679.11,683.56,7,2,Maybe um picking like this might also help,0,0
176,176,685.01,687.84,7,2,because you are distributing with three fingers,0,0
177,177,687.11,689.92,7,1,What about put it on one finger,1,0
178,178,691.15,692.13,7,1,Two finger,0,0
179,179,691.92,692.44,7,3,Yeah,0,0
180,180,694.66,698.12,7,2,It's like difficult I'll have to place it for you maybe,0,0
181,181,706.84,708.33,7,1,I think I need more,0,0
182,182,709.41,712.66,7,3,Okay uh Purple was heavier than green,0,0
183,183,714.94,717.25,7,1,I think they are equal yeah,0,0
184,184,716.66,717.42,7,2,Now it's equal,1,0
185,185,719.0,722.66,7,2,So this is uh thirty plus purple is,0,0
186,186,722.25,723.75,7,3,Uh yellow was fifty,1,0
187,187,726.5,729.0,7,3,And this was twenty And this was thirty,0,0
188,188,731.83,740.16,7,2,So this is eighty okay So what do you think How did you hold it,0,0
189,189,733.03,741.16,7,3,Yeah I think I thought like even all of these combined were Like this,1,0
190,190,741.92,743.75,7,2,Like that like on three fingers,0,0
191,191,742.42,744.13,7,3,Yes like yep,1,0
192,192,747.25,748.0,7,2,Okay so ,0,0
193,193,750.5,752.5,7,3,Yeah like this seems more,0,0
194,194,752.75,758.83,7,2,One two three fingers I guess it might matter which fingers we're holding with I don't know,0,0
195,195,758.08,760.84,7,3,Yeah like how about you try and,1,0
196,196,766.16,767.42,7,2,Oh maybe I'll try holding it here,0,0
197,197,767.66,768.16,7,3,Okay,0,0
198,198,773.25,774.5,7,2,It kinda feels the same,0,0
199,199,775.0,778.75,7,2,Can you put it on my these two fingers,0,0
200,200,783.81,787.81,7,3,Yeah Yeah maybe using three would be better,0,0
201,201,793.25,793.43,7,3,Yeah,0,0
202,202,802.57,803.59,7,1,Because I think,0,0
203,203,805.09,817.33,7,2,It's very difficult I don'­t know what side it is Like if you pick it up like this so this is why I felt it is seventy is because I was holding it like this ,0,1
204,204,806.59,812.33,7,1,Because it's not just when we weighed it's not just the weight it's could be,0,0
205,205,817.67,821.16,7,2,But now it does feel heavier actually now that you mention it,0,0
206,206,821.5,822.0,7,3,Yeah,0,0
207,207,824.5,829.84,7,1,So how about those two I had Eh these two,0,0
208,208,829.05,832.0,7,3,Uh Green was Twenty this is thirty this is fifty,1,0
209,209,838.09,839.33,7,2,Yeah still feels heavier,0,0
210,210,839.42,839.92,7,3,Yeah,0,0
211,211,841.66,841.91,7,3,How about,0,0
212,212,843.87,846.41,7,2,Is there a better way to measure it,0,0
213,213,847.39,853.16,7,3,Like if we were just measuring like one block we could just drop it to the ground the heavier one would fall first,0,0
214,214,854.21,854.42,7,3,Yeah,0,0
215,215,854.33,856.58,7,1,Or juggling like this,1,0
216,216,856.61,857.58,7,3,Yeah but uh,0,0
217,217,866.83,869.15,7,3,So you said eighty and you think,0,0
218,218,869.42,873.5,7,2,no I said seventy but now it could be more I don'­t know,0,1
219,219,869.66,871.0,7,1,I think it should be ,0,0
220,220,874.25,880.54,7,2,Actually feel this is equal to the combined weight of all of this now Is there,0,0
221,221,883.09,884.83,7,2,Is there for which part of the hand is more sensitive,0,0
222,222,886.33,890.09,7,3,Like it's generally this one,0,0
223,223,891.16,892.56,7,3,Like the palm I think,0,0
224,224,897.25,899.02,7,2,This feels very heavy okay,0,0
225,225,901.25,904.75,7,3,How about you hold this in one hand and what we'll do is like,0,0
226,226,905.33,907.58,7,2,Can we like use a string,0,0
227,227,909.33,910.09,7,2,No but we can't,0,0
228,228,912.33,913.66,7,3,Oh sorry no go ahead,0,0
229,229,914.41,925.16,7,3,So what if you like put this in one hand and we like had move like one block from like the other hand to this hand and see if whether it becomes heavier or lighter,0,0
230,230,927.09,927.75,7,3,Uh Okay,0,0
231,231,933.5,939.33,7,3,So Yeah I'll put this here,0,0
232,232,939.91,942.58,7,2,I don'­t think the palm is the most sensitive,0,1
233,233,942.09,942.15,7,3,No,0,0
234,234,943.68,948.66,7,2,So if there was a way to hold it like this I think this is more sensitive,0,0
235,235,949.0,949.27,7,3,Okay,0,0
236,236,950.94,952.93,7,2,This is definitely heavier I feel like,0,0
237,237,955.0,956.33,7,3,Uh I would right now,0,0
238,238,958.09,977.5,7,1,I forgot the name of that but in the physic when you have eight under um larger area what was that Sorry Uh no no the name of that in the physic Perhaps I can see the,0,1
239,239,968.16,981.5,7,3,Uh pressure Uh oh Uh I don'­t think we can we use our phones or,1,1
240,240,969.16,971.5,7,2,Surface area surface area,0,0
241,241,980.85,984.61,7,1,At least I want to see a word No it's okay,1,0
242,242,986.58,990.18,7,1,Density yeah I think density,0,1
243,243,988.01,988.23,7,3,Yeah,0,0
244,244,995.5,997.54,7,2,It could be the same can you try it now or,0,0
245,245,999.0,1006.09,7,2,So I uh maybe I'll try removing weights and I'll add also weights and then we can try to callibrate,0,0
246,246,1004.28,1006.54,7,3,Okay yeah yeah,1,0
247,247,1013.71,1015.18,7,2,Just keep trying different things,0,0
248,248,1014.45,1017.72,7,3,Yeah now like this is heavier yeah,1,0
249,249,1019.49,1020.47,7,3,Seems closer,0,0
250,250,1023.78,1032.59,7,2,I think we should try very fast so that you become more aware before you get used to it Then how about this,0,1
251,251,1026.36,1032.25,7,3,Yeah yup uh I don't know uh,0,0
252,252,1035.92,1040.61,7,3,I think good yard uh yeah this one,0,0
253,253,1041.46,1043.14,7,3,So this seems similar as well,0,0
254,254,1045.66,1047.71,7,3,Close enough uh,0,0
255,255,1048.48,1055.37,7,3,Yeah so like when you add like the red and blue I don't think it makes that much of a difference but,0,0
256,256,1055.79,1057.98,7,2,So it's definitely this much,0,0
257,257,1057.33,1062.09,7,3,But it could be this much or like with like,1,0
258,258,1062.11,1070.82,7,2,Like plus or minus Do you want to try that So hold it like that because it's more sensitive,0,1
259,259,1063.59,1067.21,7,3,Yeah Yeah Yeah like they're so,0,0
260,260,1068.42,1068.59,7,1,Okay,0,0
261,261,1072.52,1076.53,7,2,Um Okay I'll be adding and removing very quickly so,0,0
262,262,1087.23,1091.23,7,3,Yeah try to hold it like a bit higher I think like Yeah,0,0
263,263,1089.95,1091.73,7,2,Yeah don'­t rest your wrists yeah,1,0
264,264,1095.27,1095.59,7,1,Yeah,0,0
265,265,1098.0,1099.59,7,1,This just fits me,0,0
266,266,1106.1,1106.79,7,1,It's heavier,0,0
267,267,1111.67,1118.21,7,1,I think all of them Yeah I think it's between these two,0,1
268,268,1113.54,1115.94,7,2,Is it the same or now what do you feel,0,0
269,269,1118.73,1119.82,7,2,Between these two,0,0
270,270,1119.42,1122.47,7,1,Yeah because when you put could you put that on,1,1
271,271,1119.71,1120.26,7,3,Okay,0,0
272,272,1123.98,1127.97,7,1,When you put yeah when you put this one its heavier,0,0
273,273,1128.34,1132.67,7,3,Uh the red one Oh yeah uh no Okay so it's like either all of these or with blue,0,1
274,274,1129.68,1135.99,7,1,the blue the blue Now it's they are they feel same,1,1
275,275,1131.03,1131.62,7,2,both are ten each,0,0
276,276,1140.04,1144.92,7,1,Yeah Do you want to try that I just want to make sure,0,0
277,277,1140.61,1147.87,7,3,Okay Yeah,0,1
278,278,1144.46,1147.61,7,2,Is there a better I mean now we are almost sure,1,0
279,279,1148.0,1155.31,7,1,We can start with the smaller one we can put on the smaller because it is because it is,0,0
280,280,1152.23,1157.11,7,3,Okay yeah okay I don'­t ,1,0
281,281,1155.61,1159.24,7,2,We have this can we utilize this paper somehow,1,0
282,282,1160.67,1163.89,7,2,I don'­t think so Like putting weights,0,1
283,283,1162.23,1162.53,7,3,No,0,0
284,284,1167.34,1170.23,7,3,Or like but where it'­s somehow,0,0
285,285,1174.79,1176.27,7,3,Oh I uh like,0,0
286,286,1177.63,1178.59,7,1,I think we should,0,0
287,287,1178.85,1181.37,7,1,You should take it like this,0,0
288,288,1179.89,1181.61,7,3,Yeah hold it like this yeah,1,0
289,289,1183.59,1184.16,7,3,And like,0,0
290,290,1198.72,1200.71,7,1,Yeah it's it's uh Yeah I think we need more,0,0
291,291,1197.0,1200.93,7,3,Okay what does it more,0,0
292,292,1208.39,1208.79,7,3,Still more,0,0
293,293,1209.67,1209.91,7,1,Yeah,0,0
294,294,1213.97,1214.23,7,3,How about now,0,0
295,295,1216.73,1219.23,7,2,Am I holding it right in the center I hope,0,0
296,296,1219.43,1220.71,7,3,I think so,0,0
297,297,1223.56,1227.0,7,1,I don'­t know why but because maybe it's very,0,0
298,298,1232.92,1235.53,7,1,Because we need to put them on each other,0,0
299,299,1235.71,1237.25,7,3,Yeah but yeah,0,0
300,300,1239.72,1248.21,7,3,Could you like make it more like no no uh more yeah go right there like yeah like that,0,1
301,301,1241.75,1244.45,7,2,Like this like this,0,0
302,302,1249.32,1252.34,7,3,So where is oh yellow is,0,0
303,303,1258.13,1259.0,7,3,And,0,0
304,304,1261.61,1263.72,7,3,I think it's slanted this way,0,0
305,305,1264.51,1264.73,7,1,Yeah,0,0
306,306,1266.82,1268.98,7,2,Is it is it because I'm holding it incorrect,0,0
307,307,1269.01,1271.74,7,3,I think so Can I try holding it yeah,0,0
308,308,1274.5,1276.66,7,2,If we had like a string that could,0,0
309,309,1277.0,1279.0,7,3,How about try doing it now,0,0
310,310,1279.12,1281.09,7,2,Okay so we definitely know that this is,0,0
311,311,1281.59,1283.87,7,3,Uh this is the mystery block yes,0,0
312,312,1285.81,1289.11,7,1,So if you oh I see ,0,0
313,313,1289.18,1299.25,7,3,Yeah so Uh yeah how about you add it first and then I'll pick it up and see how heavy,0,1
314,314,1290.48,1291.74,7,1,It sounds like,0,0
315,315,1293.27,1300.84,7,2,You should be holding this We definitely know that it's,1,0
316,316,1301.59,1303.87,7,1,Which one is the biggest one,0,0
317,317,1304.0,1305.28,7,3,So the biggest one is yellow,0,0
318,318,1309.99,1317.76,7,2,It's not exactly clear It's not a good method I think It's not a good method,0,1
319,319,1314.99,1315.43,7,3,Yeah,0,0
320,320,1318.0,1319.74,7,3,Hmm okay,0,0
321,321,1319.58,1325.28,7,1,What about that one but we start from a smaller one we should try that,1,0
322,322,1326.0,1330.56,7,1,Yeah you um just keep them but from the small one,0,0
323,323,1329.28,1333.31,7,3,Yeah we start from the smallest no uh in your hands,1,0
324,324,1335.26,1338.84,7,3,Yeah like you hold it the same way but we start with like the smallest,0,0
325,325,1343.02,1346.0,7,3,How does it feel right now Okay,0,1
326,326,1344.97,1345.52,7,2,Feels heavier,0,0
327,327,1353.59,1354.31,7,2,Still heavier,0,0
328,328,1354.85,1355.09,7,3,Okay,0,0
329,329,1358.34,1360.59,7,3,I think that would be heavier now,0,0
330,330,1362.34,1365.94,7,2,I think it's the same Around the same,0,0
331,331,1365.93,1370.95,7,3,Okay how about uh no no uh could you put the blue one back yeah,1,0
332,332,1371.5,1374.67,7,3,Uh and we'll like remove one of them,0,0
333,333,1378.36,1381.36,7,2,Yeah this is heavier now The right side,0,1
334,334,1379.86,1380.61,7,3,This is heavier now,0,0
335,335,1381.62,1382.93,7,3,Okay uh,0,0
336,336,1383.63,1386.13,7,1,What was the weight of that,0,0
337,337,1385.92,1387.17,7,3,I think this was twenty,1,0
338,338,1389.97,1392.73,7,3,Let's uh change this,0,0
339,339,1400.25,1400.5,7,2,Heavier,0,0
340,340,1401.0,1402.34,7,3,This is okay,0,0
341,341,1403.41,1404.14,7,3,And,0,0
342,342,1406.12,1406.27,7,3,Sorry,0,0
343,343,1423.47,1424.59,7,2,This is heavier right side I think,0,0
344,344,1425.25,1425.98,7,3,Okay,0,0
345,345,1427.54,1429.63,7,2,Now you try because I'm getting used to it,0,0
346,346,1429.83,1431.84,7,3,Oh uh,0,0
347,347,1431.34,1432.09,7,1,Because when,1,0
348,348,1432.61,1434.41,7,3,I don'­t okay sure,0,0
349,349,1435.59,1436.1,7,3,So,0,0
350,350,1440.41,1442.09,7,3,I will keep my eyes closed,0,0
351,351,1444.42,1445.92,7,3,This is heavier the right side,0,0
352,352,1450.86,1457.59,7,2,You can always uh like your right hand side you can always put it down and pick it up again because you might get used to it,0,0
353,353,1458.12,1458.59,7,3,Okay,0,0
354,354,1460.61,1462.09,7,3,Seems similar,0,0
355,355,1462.68,1466.13,7,2,Sort of can you put down the right side and pick it up again,0,0
356,356,1469.83,1472.11,7,3,Yeah no this is heavy Yeah,0,1
357,357,1471.26,1472.0,7,2,Right side is heavy,0,0
358,358,1473.0,1479.79,7,2,Okay stop stop Because I felt that was heavier you felt that this was heavier So we neeed to,0,0
359,359,1477.57,1484.11,7,3,Yeah No uh when you felt it was heavier it was like this three blocks,1,0
360,360,1485.09,1490.38,7,2,These four you mean Was it So it means,0,0
361,361,1486.36,1494.38,7,3,Uh yeah these four blocks not the green one Yeah So it's between like these two,1,0
362,362,1494.82,1507.39,7,3,How about you try uh like try it with this one since we know like that this is the heaviest that we know of we put some random ones uh,0,0
363,363,1515.42,1516.13,7,2,This feels heavier,0,0
364,364,1518.79,1521.31,7,1,Really but it wasn't,0,0
365,365,1521.53,1528.34,7,3,Yeah Okay so Okay,0,1
366,366,1526.79,1527.28,7,2,It feel the same,0,0
367,367,1532.59,1535.07,7,3,This one which one feels similar,0,0
368,368,1538.66,1542.09,7,1,I think we should callibrate for example these,0,0
369,369,1548.27,1555.57,7,1,No we should callibrate like this and we put other thing and we remove one thing,0,0
370,370,1556.0,1572.98,7,3,Yeah I think that is a good idea like we use same weights initially and then add like different Yeah yeah but you need to like keep your eyes closed for that,0,1
371,371,1563.66,1570.52,7,1,And we add and we don'­t say to you that what we add or we and finally we find,0,0
372,372,1572.67,1576.75,7,2,These are equal this is thirty and this,1,0
373,373,1574.56,1577.75,7,1,And we just um mix this together,1,0
374,374,1577.27,1581.5,7,3,That is fifty this is twenty yes and this is thirty,1,1
375,375,1579.34,1579.84,7,2,Oh this is fifty,0,0
376,376,1582.84,1584.09,7,2,Fifty twenty thirty,0,0
377,377,1584.58,1584.85,7,3,Yes,0,0
378,378,1585.92,1588.17,7,2,Also let's do a combine together,0,0
379,379,1587.92,1596.0,7,1,No no just start with these and we add different things until you said they are equal Okay take these two,1,0
380,380,1598.79,1598.84,7,1,Just  ,0,0
381,381,1606.09,1606.59,7,2,Feels the same to me,0,0
382,382,1608.09,1608.63,7,3,Okay,0,0
383,383,1609.83,1614.19,7,1,So you should feel those at first that they are,0,0
384,384,1620.49,1621.46,7,2,This is heavier,0,0
385,385,1622.57,1625.59,7,3,Okay uh how about now,0,0
386,386,1631.33,1631.83,7,2,This is heavier,0,0
387,387,1632.59,1633.09,7,3,And now,0,0
388,388,1643.16,1643.61,7,2,This is heavier,0,0
389,389,1644.98,1645.71,7,3,And now,0,0
390,390,1652.79,1653.59,7,2,Same,0,0
391,391,1654.0,1659.84,7,3,Okay I okay could you like put them down yeah,0,0
392,392,1660.09,1664.33,7,1,It doesn'­t feel correct,0,0
393,393,1663.59,1666.66,7,3,I don'­t okay so like,1,0
394,394,1667.92,1681.0,7,2,So that but this is equal This is fifty ten sixty sixty plus six so this is ninety,0,1
395,395,1670.56,1678.39,7,3,So if like these feel similar so Fifty Thirty,0,0
396,396,1681.59,1687.59,7,2,And this is Thirty ninety minus thirty sixty,0,0
397,397,1683.0,1687.92,7,3,Ten twenty thirty is sixty,1,0
398,398,1688.46,1689.42,7,2,Should we lock sixty,0,0
399,399,1690.96,1691.73,7,1,Which one was fifty,0,0
400,400,1692.19,1693.46,7,3,Uh this one was fifty,0,0
401,401,1694.49,1695.18,7,2,You're sure about that right,0,0
402,402,1695.95,1696.21,7,3,Yeah,0,0
403,403,1698.58,1702.0,7,2,Let's since we already have something let's close your eyes,0,0
404,404,1706.0,1707.0,7,1,I should feel like this,0,0
405,405,1721.29,1724.37,7,3,Which one is heavier Yeah,0,1
406,406,1723.75,1724.0,7,1,This one,0,0
407,407,1727.28,1729.0,7,2,This was in the same group right,0,0
408,408,1732.09,1732.62,7,3,How about now,0,0
409,409,1733.33,1736.11,7,1,It's heavier It's this one,0,0
410,410,1734.64,1736.73,7,2,Which one Left one,1,0
411,411,1737.48,1737.67,7,1,This one,0,0
412,412,1737.87,1744.33,7,3,Your left hand yeah ok this is heavier ok uh,0,1
413,413,1739.18,1743.67,7,1,Yes Yeah I feel heavier,0,1
414,414,1740.69,1741.19,7,2,It's heavier,0,0
415,415,1747.82,1748.23,7,3,How about now,0,0
416,416,1754.0,1757.02,7,1,I feel heavier Left one,0,1
417,417,1755.89,1756.35,7,2,Which one,0,0
418,418,1758.1,1760.37,7,3,Okay how about now,0,0
419,419,1766.25,1766.64,7,1,The same,0,0
420,420,1767.41,1773.0,7,3,Okay okay uh you can put them down So we have like this is twenty,0,1
421,421,1770.87,1771.75,7,2,This is how much,0,0
422,422,1774.5,1777.89,7,3,So we have like two answers and we have like two tries,0,0
423,423,1778.64,1786.41,7,3,So uh this is the Nah I think I'm good Yeah we've got like uh,0,0
424,424,1780.94,1792.67,7,2,Do you do you want to try it again So this is uh either sixty or or eighty right,1,0
425,425,1789.47,1794.58,7,3,So twenty plus thirty fifty uh,1,0
426,426,1797.0,1801.86,7,3,So like the first option is sixty which or eighty,0,1
