,Utterance,Start,End,Group,Participant,Transcript,int,uns-ov
144,144,466.05,475.38,8,3,We can feel a hole right here so maybe we can see how much is drilled out as well,0,0
145,145,475.53,477.08,8,3,I don't want to do math right now,0,0
146,146,475.71,479.76,8,1,This has a forty now give me the thirty one,1,0
147,147,481.65,484.77,8,1,It is twenty one second,0,0
148,148,485.07,487.05,8,1,Yeah this is thirty,0,0
149,149,489.6,491.58,8,1,It has a hole,0,0
150,150,495.63,498.54,8,2,Or let's all like do what he's doing,0,0
151,151,498.6,506.25,8,2,And like like so like we all get a feel and then we could all come up with like a result,0,1
152,152,500.02,506.25,8,3,Yeah I guess yeah,0,0
153,153,502.84,504.34,8,1,Can you add a ten for me ,0,0
154,154,507.36,515.46,8,3,And do you think that like one of us should just like keep them stable so that you're only feeling the weight just cause otherwise one's going to be like less stable I don't know if that'll make a difference,0,0
155,155,516.57,519.93,8,1,Um uh remove the ten,0,0
156,156,525.21,527.64,8,2,Want me to add the green,0,0
157,157,525.21,527.64,8,1,It's that yeah,0,0
158,158,527.76,529.74,8,1,Try that,0,0
159,159,532.65,536.04,8,1,And that just a little bit try that,0,0
160,160,547.89,550.17,8,2,Lowkey add a ten,0,0
161,161,561.63,564.15,8,2,Another ten,0,0
162,162,569.55,571.53,8,2,Too heavy,0,0
163,163,576.925,580.92,8,1,Because after a volume more volume we can't actually,0,0
164,164,587.34,589.8,8,2,That feels more like it I'm going to be honest,0,0
165,165,589.92,592.56,8,3,Ok and then can we like,0,0
166,166,592.59,594.57,8,3,Makeshift our own sort of like,0,0
167,167,594.9,601.05,8,3,A way of actually measuring it like with a scale like set up something that will have a tipping point or are we supposed do this by feel,0,0
168,168,602.76,604.74,8,4,You guys are free to solve the task as ,0,0
169,169,606.0,608.31,8,3,Ok,0,0
170,170,608.58,611.28,8,3,Uh it's this one we want now,0,0
171,171,612.31,621.67,8,3,We are like halfway over the edge and we can just barely balance it actually we need something bigger,0,0
172,172,612.24,624.09,8,1,We also try that that is fair if it is the rectangle we can try that,0,0
173,173,624.31,625.08,8,2,The purple is,0,0
174,174,625.62,628.35,8,3,So like what's going to get just like barely,0,0
175,175,635.61,637.89,8,1,It started falling,0,0
176,176,643.71,647.58,8,3,I think that it needs more,0,0
177,177,648.45,650.43,8,2,Are they the same size though,0,0
178,178,651.54,653.88,8,3,Uh the bottom one shouldn't matter,0,0
179,179,653.91,657.09,8,3,In then as long as we have the same on either side of that line,0,0
180,180,657.42,658.75,8,3,Stacking up,0,0
181,181,659.08,660.81,8,1,Keep it in that sect diagnal,0,0
182,182,664.8,666.78,8,3,How close is this though,0,0
183,183,679.42,676.17,8,3,That might have been it that was three ,0,0
184,184,667.65,669.67,8,2,I think that was on the line too,0,0
185,185,678.55,681.48,8,2,So we said like green was ten green was twenty,0,0
186,186,676.92,679.08,8,1,Fifty plus,0,0
187,187,675.01,680.08,8,3,Let's see,0,0
188,188,682.08,685.11,8,3,I think that might be it should we do it again just to be sure,0,1
189,189,681.84,682.11,8,1,Fifty plus,0,0
190,190,682.58,683.58,8,2,Yellow was fifty,0,0
191,191,686.58,687.87,8,3,Ok,0,0
192,192,685.33,686.33,8,2,Yeah,0,0
193,193,688.56,691.26,8,1,Keep it in that sect diagnal,0,0
194,194,693.57,697.62,8,3,Wait a sec ok so this actually matters how we,0,0
195,195,708.39,711.24,8,3,Well that's pretty unstable right there I think,0,0
196,196,712.02,714.0,8,2,Yeah right there all right,0,0
197,197,714.84,716.82,8,2,Good enough at approximation,0,0
198,198,722.61,727.35,8,3,Set it like all the way into the center line it's just enough room to support it,0,0
199,199,727.62,730.98,8,3,And I'll just kind of support this with my finger and then I'll move my finger,0,0
200,200,731.34,733.53,8,3,Like if I don't feel weight we can just see how,0,0
201,201,744.72,747.12,8,3,And so that's not close but it'll be,0,0
202,202,747.18,749.16,8,3,That,0,0
203,203,752.61,758.07,8,3,I think if we add another one here but we want to make sure it looks like it's straight up and down also,0,0
204,204,749.85,750.76,8,2,How much weight is that if you yeah I think you,0,0
205,205,751.58,752.75,8,1,If we add it,0,0
206,206,765.33,773.49,8,2,So it's the yellow which was fifty grams right yellow purple,0,0
207,207,765.33,767.58,8,3,So I think that's it,0,0
208,208,773.52,776.46,8,2,Purple and a yellow green,0,0
209,209,776.61,780.78,8,2,And red right yellow green,0,1
210,210,777.31,777.83,8,1,Yes,0,0
211,211,780.96,783.06,8,2,It's ten,0,0
212,212,783.15,785.43,8,2,Green  ,0,0
213,213,786.39,790.23,8,3,It's either that or like maybe ten more I just couldn't quite tell,0,0
214,214,790.89,795.21,8,3,It didn't seem like it took it much to get it to tip but also it's hard to like,0,0
215,215,795.42,800.49,8,3,Yield ten grams of pressure I think it's that,0,0
216,216,797.92,800.49,8,1,Twenty thirty fifty,0,0
217,217,800.76,803.37,8,1,We have two answers right we can give eighty and ninety,0,0
218,218,805.23,807.78,8,2,So seventy yeah we could try eighty,0,0
219,219,807.96,809.42,8,1,Yeah we can try eighty,0,0
220,220,809.23,810.3,8,2,Right in the middle,1,0
221,221,811.32,813.57,8,3,I don't I don't think it was in the,0,0
222,222,814.02,818.72,8,3,Wait what were the ones that we had on there cause I think that might have been the same,0,0
223,223,817.4,820.47,8,1,This this and this ten twenty and fifty,1,1
224,224,818.56,819.42,8,2,Yeah,0,0
225,225,820.74,825.66,8,3,Ok well we added an we used both of these so it's twenty twenty and fifty so fifty,0,1
226,226,822.06,822.75,8,1,Added a ten,0,0
227,227,826.15,829.5,8,3,Ninety let's see are we good with ninety,0,0
228,228,825.84,830.48,8,1,Try ninety nintey yeah,0,0
229,229,830.56,831.99,8,2,Yeah let's have another try,0,0
230,230,836.07,838.05,8,1,Then you can try eighty,0,0
231,231,841.5,842.49,8,1,We can't add more,0,0
232,232,839.67,841.17,8,3,I don't think we have eighty,0,0
233,233,842.7,846.69,8,1,Actually when we added the final ten it was able to to fall,0,1
234,234,844.67,845.67,8,2,It started to tip,0,0
235,235,846.75,851.19,8,3,It was about ready to fall but it didn't fall it needed to be touched so maybe it was a hundred,0,0
236,236,851.82,855.99,8,1,Ok we can try that,0,0
237,237,857.88,858.73,8,2,Uh it was eighty yep,0,0
238,238,858.83,860.08,8,3,Oh ok,0,0
239,239,860.06,862.35,8,1,It was eighty,1,0
240,240,863.48,864.81,8,2,Yeah cause,0,0
241,241,862.56,863.42,8,3,That's interesting,0,0
242,242,865.3,870.24,8,2,If you were to add another ten pounds to make it a hundred it would have definitely tilted over,0,0
243,243,865.2,867.33,8,3,Twenty forty,0,0
244,244,872.67,879.9,8,4,Ok for the final part of the task read the scenario and estimate the weight of the missing second mystery,0,0
245,245,880.71,889.47,8,4,You'll have two attempts to estimate and explain your answer you can now continue the survey um you will have a scenario on the,0,0
246,246,884.08,885.34,8,2,Ok cool so we could use this,0,0
247,247,885.58,887.08,8,1,Is it the second mystery block,0,0
248,248,891.46,892.8,8,2,Just click next,0,0
249,249,890.82,891.42,8,1,Just right there,0,0
250,250,907.89,911.28,8,1,There is no mystery block but we need to estimate the weight of it,0,0
251,251,914.34,917.79,8,1,Oh everytime it caught item multiplied,0,0
252,252,918.45,927.69,8,1,Or doubled twenty plus twenty twenty plus thirty fifty plus thirty eighty,0,0
253,253,928.02,930.0,8,1,Eighty plus fifty one thirty,0,0
254,254,931.44,934.25,8,1,You got my point see we have to,0,0
255,255,934.27,934.8,8,3,Wait,0,0
256,256,940.17,945.0,8,3,A second mystery block so I'm just wondering which two are moving about,0,0
257,257,937.8,938.67,8,1,Understand the question ,0,0
258,258,938.67,942.92,8,2,Create the wooden block do not send we have to,0,0
259,259,945.93,953.91,8,1,We don't have a mystery block the company forgot to send the block when you do estimate what the mystery block's weight was without knowing,0,1
260,260,947.5,950.67,8,2,It's just so we have to estimate right,0,0
261,261,954.0,955.98,8,1,Even knowing what it is,0,0
262,262,956.82,963.93,8,1,My estimate was like we have two tens when we add two tens we get a twenty when you get twenty plus ten we get a thirty,0,0
263,263,964.26,968.61,8,1,When you add thirty plus twenty we get fifty when you add fifty plus thirty we get eighty,0,0
264,264,968.73,971.31,8,1,When we add eighty plus fifty we get one thirty,0,0
265,265,973.15,980.64,8,2,Cause it's like the rate right of like how we're incrementing or I agree I would go with one thirty as well,0,0
266,266,972.42,973.67,8,3,Oh gotcha,0,0
267,267,972.42,977.75,8,1,Yeah that's what I think yeah that is how they are getting you incrementing,0,0
268,268,982.38,984.36,8,1,What do you think,0,0
269,269,984.96,988.42,8,2,Yeah makes sense cause two tens make up a twenty,0,0
270,270,987.73,989.08,8,3,I think you're definitely right,1,0
271,271,989.22,991.41,8,1,Yeah then you can explain it,0,0
272,272,993.48,1002.0,8,3,Um I just forget the name of what it's called I don't want to like write it out,0,1
273,273,996.75,999.01,8,1,If you have any idea you can say it actually,0,0
274,274,1003.17,1005.08,8,3,What's that like pattern called ,0,0
275,275,1005.08,1007.37,8,1,Um you can call it a sequence,0,0
276,276,1009.05,1016.07,8,1,Actually the blocks start with the sequence of ten plus ten twenty twenty plus ten thirty you can explain that,0,0
277,277,1020.51,1027.83,8,3,Yeah but there's a name for the sequence I mean you can write that out I just want to keep trying to think of the name because that would be probably easier,0,0
278,278,1030.92,1033.26,8,2,Once,0,0
279,279,1047.15,1049.73,8,3,Each block is the sum of the heaviest two,0,0
280,280,1050.18,1052.82,8,3,For like each new block,0,0
281,281,1055.76,1058.25,8,3,I don't know,0,0
282,282,1063.77,1066.32,8,3,Ah Fibonacci sequence,0,0
283,283,1067.34,1071.51,8,3,Yeah the weights are so far we have ten times,0,0
284,284,1071.63,1077.87,8,3,Each value to like one two three four five six of the Fibonacci sequence,0,0
285,285,1079.31,1083.6,8,3,So yeah that was very perceptive nice job,0,0
286,286,1099.02,1101.69,8,1,Fifty and eighty right,0,0
287,287,1128.0,1134.54,8,1,I type so much,0,0
288,288,1166.1,1168.59,8,2,And eighty so we're expecting,0,0
289,289,1171.53,1176.33,8,3,Yeah I mean I guess we don't really have a sequential order for,0,0
290,290,1177.11,1181.97,8,3,All of them except oh wait did she give us to the blocks one by one,0,0
291,291,1184.13,1186.17,8,3,Cause we could just say that,0,0
292,292,1182.72,1183.5,8,1,Did they throw it up ,0,0
293,293,1186.62,1190.58,8,3,They're all like ten grams times,0,0
294,294,1191.24,1195.74,8,3,Some number in the first one two three four five six,0,1
295,295,1192.92,1195.17,8,1,One two three five,0,0
296,296,1196.22,1200.99,8,3,Like numbers from the Fibonacci seuquence so we expect it to be ten grams times to the seventh,0,0
297,297,1205.16,1209.08,8,3,Um but it's just cause we don't have orders of the ones that we got first,0,0
298,298,1202.73,1213.71,8,1,Um I don't understant actually you say that one even if it's the same right again if you write ten into one one comma one comma two comma,0,0
299,299,1214.07,1217.94,8,1,Three comma five comma eight it's second Fibonacci,0,1
300,300,1214.23,1216.33,8,3,I don't know I'm like,0,0
301,301,1219.5,1224.81,8,3,But did she give us the blocks one though sorry I'm like literally half asleep right now,0,1
302,302,1221.83,1224.75,8,1,No it's like this and we sorted them,0,0
303,303,1225.23,1225.75,8,3,Ok,0,0
304,304,1227.01,1229.1,8,1,Let's see we don't have any other lead right,0,0
305,305,1229.97,1237.92,8,3,Um I mean we're definitely right it's just like how do we word it um either way is fine like the way we have it there it,0,1
306,306,1235.25,1235.59,8,1,Yeah ,0,0
307,307,1235.58,1236.73,8,2,Makes sense,1,0
308,308,1238.01,1242.0,8,3,I mean it's it's it's not super accurate but it,0,1
309,309,1239.08,1240.42,8,1,It's the same actually ,0,0
310,310,1242.36,1245.42,8,3,Says the same thing so we might as well just do that,0,0
311,311,1250.07,1252.05,8,1,Yeah it's done,0,0
